name,website_link,reservation_link
Mr Biggs,http://mrbiggsbargrill.com/,Not found
The Terrace,Not found,Not found
Social Drink & Food,https://www.greenfignyc.com/social-drink-food?utm_source=sdf&utm_medium=gmb-search&utm_campaign=sdf,https://www.greenfignyc.com/social-drink-food?utm_source=sdf&utm_medium=gmb-search&utm_campaign=sdf#reservations
The Green Room 42,Not found,Not found
Green Fig,https://www.greenfignyc.com/green-fig?utm_source=gf&utm_medium=gmb-search&utm_campaign=gf,https://www.greenfignyc.com/social-drink-food#reservations
Walter's Cottage,,Not found
Lucky Cheng's Drag Queen Show Place,http://www.luckychengs.com/,https://www.luckychengs.com/book-now
Rudy's Bar & Grill,http://www.rudysbarnyc.com/,Not found
Chez Josephine,http://www.chezjosephinenyc.com/,https://chezjosephinenyc.com/reservationsandinformation
West Bank Cafe,http://westbankcafe.com/,https://resy.com/cities/ny/west-bank-cafe
Producers Club Theaters,Not found,Not found
Dalton's Bar & Grill,https://www.daltonsbarnyc.com/,https://www.daltonsbarnyc.com/
Mama Mia,http://www.mamamia44sw.com/,https://www.opentable.com/restaurant/profile/144406?ref=1068
Wine Escape,https://www.wineescapenyc44.com/,https://www.wineescapenyc44.com/reservation
Don Giovanni Ristorante,Not found,Not found
Bea,Not found,Not found
La Pulpería 44th HK,http://www.lapulperianyc.com/,http://www.lapulperianyc.com/#reservations
At Nine Restaurant & Bar,http://www.atninenyc.com/,Not found
The Brazen Tavern,http://thebrazentavern.com/,https://www.opentable.com/restaurant/profile/1211092?ref=1068
NYC Huskers,http://www.nychuskers.com/#!contact/c24vq,Not found
5 Napkin Burger,Not found,Not found
Patron Mexican Grill,https://patronny.com/,Not found
The Purple Tongue Wine Bar,http://www.thepurpletonguenyc.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=13463022309066593556,https://www.opentable.com/restaurant/profile/1316719?ref=1068
Ari Sushi,https://www.arisushiny.com/,https://www.arisushiny.com/
NXT ROOM Mixology Bar,,Not found
Rose Room Speakeasy,Not found,Not found
The Friki Tiki,https://thefrikitiki.com/,https://thefrikitiki.com/lei-lounge/#book
Serafina Italian Restaurant In the Sky | Pod Hotel,Not found,https://www.serafinarestaurant.com/location/pod-hotel/
Olde City Cheesesteaks & Brew,Not found,Not found
Local 42 Bar,,Not found
India At Times Square,https://www.indiaattimessquare.com/,https://www.indiaattimessquare.com/
Ego Pub Crawl Inc.,http://www.egopubcrawl.com/,Not found
Birdland Jazz Club,https://www.birdlandjazz.com/,Not found
Flashdancers NYC,http://www.flashdancersnyc.com/,Not found
Gyu-Kaku Japanese BBQ,Not found,Not found
Smith's Bar,,Not found
Le Rivage,http://lerivagenyc.com/,https://www.lerivagenyc.com/home#reservation
Playwright Celtic Pub,http://playwrightcelticpubnyc.com/,Not found
The Mean Fiddler,https://themeanfiddlernyc.com/,https://themeanfiddlernyc.com/reservations
Beer Culture,http://www.beerculture.nyc/,Not found
John's Pizzeria of Times Square,http://www.johnspizzerianyc.com/,Not found
Bar Centrale,http://www.barcentrale.nyc/,Not found
Iron Bar & Lounge,https://ironbarnyc.com/,https://www.ironbarnyc.com/reservation
The Stinger Cocktail Bar & Kitchen,https://www.thestingernyc.com/,https://www.opentable.com/restaurant/profile/985759?ref=1068
Sony Hall,Not found,Not found
Playwright Tavern Act II,Not found,Not found
Secret Room,Not found,https://www.secretroomnyc.com/reservation
Carro,Not found,Not found
S'Aimer NYC,https://saimernyc.com/,https://www.opentable.com/restaurant/profile/1287484?ref=1068
Fashion Bar,,Not found
BarDough,https://www.bardoughnyc.com/,https://www.bardoughnyc.com/
O'Casey's Times Square,https://ocaseystimesquare.com/,Not found
Denise's Legs,Not found,Not found
The Woo Woo,https://thewoowoonyc.com/,https://resy.com/cities/ny/the-woo-woo
Whiskey Bar,Not found,Not found
Le Parisien Bakery,https://www.leparisienbakery.com/,https://www.opentable.com/restaurant/profile/1348759?ref=1068
The View Restaurant & Lounge,https://www.theviewnyc.com/,https://www.opentable.com/restaurant/profile/1542?ref=1068
Trattoria Trecolori,http://www.trattoriatrecolori.com/,https://www.opentable.com/restaurant/profile/216481?ref=1068
Havana Central Times Square,https://www.havanacentral.com/,https://www.havanacentral.com/reservations
R Lounge,Not found,https://www.opentable.com/restaurant/profile/1202?ref=1068
Bond 45 NY,Not found,Not found
The Rum House,http://www.therumhousenyc.com/,Not found
Living Room,Not found,Not found
Sandbar Concessions Inc,,Not found
Playwright,Not found,Not found
Dos Caminos,Not found,Not found
Crossroads,Not found,Not found
Gayle's Broadway Rose,http://www.gaylesbroadwayrose.com/,https://gaylesbroadwayrose.com/reservations/
Broadway Lounge,https://www.broadwaylounge.nyc/?scid=feed67b0-9a2f-4de1-8df6-114544116108,https://www.opentable.com/restaurant/profile/1221586?ref=1068
Highball Times Square,https://www.highball.nyc/?y_source=1_MTAxMTk0MDA0Ny03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,https://resy.com/cities/ny/highball-times-square
M Club New York,https://www.marriott.com/en-us/hotels/nycmq-new-york-marriott-marquis/experiences/m-club/,Not found
Brooklyn Chop House Steakhouse Times Square,https://www.brooklynchophouse.com/location/times-square/,https://www.opentable.com/restaurant/profile/1230112?ref=1068
Lobby Bar at The Times Square EDITION,https://www.editionhotels.com/times-square/restaurants-and-bars/lobby-bar/,Not found
Rabbit Hole TSQ,https://rabbitholetsq.com/,Not found
Hookah Lounge,Not found,Not found
Pink Lilly,,Not found
Hotel Riu Plaza Manhattan Times Square,Not found,Not found
Lagos TSQ,https://www.lagosnyc.com/,Not found
Celtic Pub Restaurant,Not found,Not found
RT60 Rooftop Bar & Lounge,https://hotel.hardrock.com/new-york/rt60-rooftop-bar.aspx?utm_campaign=hri%20%7C%20hotel%20%7C%20new-york%20%7C%20websitelisting&utm_medium=referral&utm_source=gmb,https://www.sevenrooms.com/reservations/rt60hardrockhotelny
The Long Acre Tavern,http://longacrenyc.com/,http://sevn.ly/xWZeNFcl
McCarthy's Pub NYC,https://www.mccarthysnyc.com/,Not found
Del Frisco's Double Eagle Steakhouse,https://www.delfriscos.com/location/del-friscos-double-eagle-steakhouse-new-york-ny/,https://booking.landrysinc.com/?rid=42265
Utsav,https://utsavny.com/,https://www.utsavny.com/
48 Lounge,https://48nyc.com/,https://48nyc.com/vip-cocktails-and-dining-reservations-in-nyc?y_source=1_MzU5NDAyNjQtNzE1LWxvY2F0aW9uLnJlc2VydmF0aW9uX3VybA%3D%3D
Pasta Lovers,http://pastaloversnyc.com/contact.html,https://www.opentable.com/restaurant/profile/102103?ref=1068
Haven Rooftop,http://www.havenrooftop.com/,http://www.havenrooftop.com/
Pig 'N' Whistle Public House,http://www.pigpubnyc.com/,http://www.pigpubnyc.com/
West Park Beer Garden,https://www.oceanarestaurant.com/west-park-beer-garden/,Not found
Pebble Bar,http://pebblebarnyc.com/,https://resy.com/cities/ny/pebble-bar
The Elgin,Not found,https://www.elginnyc.com/
III Pillars,,Not found
Smith & Mills,https://smithandmills.com/,Not found
Del Frisco's Grille,Not found,Not found
Bill's Bar & Burger,Not found,Not found
Bar SixtyFive at Rainbow Room,https://www.rockefellercenter.com/attractions/bar-sixtyfive/,Not found
City Winery Rockefeller Center,https://citywinery.com/rockefeller-center,Not found
Duomo51,http://www.duomo51.com/,https://www.duomo51.com/#reservation
Lodi,https://lodinyc.com/,https://resy.com/cities/ny/lodi
Other Half Brewing - Rockefeller Center Taproom,https://otherhalfbrewing.com/location/rockefeller-center/,Not found
Le Chalet,Not found,Not found
Tartinery Café - Bar | Olympic Tower,http://www.tartinery.com/,Not found
FIG & OLIVE,https://www.figandolive.com/location/fig-and-olive-nyc-fifth-avenue/,https://www.figandolive.com/nyc-fifth-avenue-reservations
Papillon Bistro & Bar,http://www.papillonbistro.com/,https://www.opentable.com/restaurant/profile/6584?ref=1068
La Grenouille,https://la-grenouille.com/,https://www.opentable.com/restaurant/profile/3946?ref=1068
Casa Lever,https://www.casalever.com/,https://www.casalever.com/reservation/
Trouble's Trust,Not found,Not found
Rarities,https://www.lottenypalace.com/dining/rarities,Not found
Berk's Bar,https://www.omnihotels.com/hotels/new-york-berkshire/dining/berks-bar?utm_source=gmblisting&utm_medium=organic,https://www.opentable.com/restaurant/profile/1235659?ref=1068
The Gold Room,https://www.goldroomnyc.com/?utm_medium=organic&utm_source=google&utm_campaign=business-listing,Not found
BONSAII Tapas & Wine Bar,http://www.bonsaiirestaurant.com/,https://www.opentable.com/restaurant/profile/1294486?ref=1068
Bar Bastion,https://barbastion.com/,https://resy.com/cities/ny/bar-bastion
The Boardroom,http://www.theboardroomny.com/,https://resy.com/cities/ny/the-boardroom
P.J. Clarke's,https://pjclarkes.com/location/third-avenue/,https://resy.com/cities/ny/p-j-clarkes-third-avenue
Lips Drag Queen Show Palace Restaurant & Bar,http://www.lipsnyc.com/,https://www.nycdragshow.com/opentablereservations
Shun Lee Palace,http://www.shunleerestaurants.com/,http://www.shunleerestaurants.com/location/shun-lee-palace/
Draught 55,http://draught55.com/,Not found
Bloom's Tavern,http://www.bloomsnyc.com/,https://www.opentable.com/restaurant/profile/118672?ref=1068
The Naked Pig,https://www.thenakedpignyc.com/,https://resy.com/cities/ny/the-naked-pig
MC Bar at Land Of Plenty,Not found,Not found
The Townhouse of New York,https://thetownhousenyc.com/,Not found
Neary's,Not found,Not found
The Blasket,http://www.theblasketpub.com/,Not found
The Shadmoor,https://shadmoornyc.com/,https://www.88restaurants.com/760/reservations/restaurants/booking_details?referer=www.google.com
Au Za'atar - Midtown East,https://auzaatar.com/,https://resy.com/cities/ny/au-zaatar-midtown-east
a.lounge,Not found,Not found
Sutton Bar Room,http://www.suttonbarroom.com/,https://www.suttonbarroom.com/
MOTIVALDI | Premium Cocktail Shaker Set,Not found,Not found
Mar's,http://lifeatmars.com/,https://resy.com/cities/ny/mars
Madam Marie's,http://www.madammaries.com/,Not found
Citrico Cafe,http://www.citricocafe.com/,https://www.opentable.com/r/citrico-cafe-queens
Oliver's Astoria,http://oliversastoria.com/contact/,https://resy.com/cities/ny/olivers-astoria
Karaoke Shout,http://www.karaokeshout.com/,http://www.karaokeshout.com/rooms
District Saigon,http://www.districtsaigonnyc.com/,Not found
Cronin & Phelan's,http://www.croninandphelans.com/,Not found
Las Margaritas,Not found,Not found
The Rabbit Hole Astoria,http://www.therabbithole.nyc/,Not found
Ritmos 60,,Not found
The Red District,https://www.instagram.com/reddistrictny,Beloevents.com
Spyce Astoria,,Not found
Acapulco Sports Bar & Restaurant,,Not found
The spot hookah lounge,Not found,Not found
The Brewery Bar & Kitchen,http://www.thebrewery.nyc/,Not found
Cassidy's Ale House,,Not found
Paradis in the Park,https://www.paradisinthepark.com/,Not found
Spygold,https://www.spygoldnyc.com/,https://resy.com/cities/ny/spygold
Ada's Place,https://www.legacyrecordsrestaurant.com/location/adas-place/,https://resy.com/cities/ny/adas-place
IL Punto,http://ilpuntorestaurant.com/,https://www.opentable.com/restaurant/profile/4042?ref=1068
HK Lounge,Not found,Not found
Scallywag's,,Not found
leon the profissional,Not found,Not found
Nittis Italian Restaurant and Bar in Hells Kitchen,https://nittisnyc.com/,https://www.88restaurants.com/825/reservations/restaurants/booking_details?referer=www.google.com
Steak Frites Bistro,http://www.steakfritesbistro.com/,https://resy.com/cities/ny/steak-frites
Chi Restaurant & Bar,http://chirestaurantnyc.com/,Not found
Frames Bowling Lounge,http://www.framesnyc.com/,Not found
Capizzi,http://capizzinyc.com/,Not found
Blue Ruin Bar,,Not found
Collage Bistro and Bar,,Not found
Beer Authority,http://www.beerauthoritynyc.com/,https://bookings.joinhideaway.com/?id=25025
McAnn's,http://mcanns.com/,Not found
High Bar New York,https://www.highbarnyc.co/,Not found
Buena Vista Restaurant & Bar,http://www.buenavistahellskitchen.com/,https://www.opentable.com/restaurant/profile/1023658?ref=1068
Dear Irving on Hudson Rooftop Bar,http://www.dearirving.com/,https://resy.com/cities/ny/dear-irving-on-hudson
The Joyce Public House,https://www.thejoycepublichouse.com/,https://resy.com/cities/ny/the-joyce
Aquihito,http://www.aquihito.com/,Not found
Coexist GameHouse,http://www.coexistgaming.com/,Not found
Theory Lounge & Bar,https://www.theoryloungebar.com/,Not found
ART Midtown,Not found,https://www.opentable.com/restaurant/profile/1283773?ref=1068
Latitude 39 Restaurant & Bar,http://www.latitude39nyc.com/,Not found
Alfie's Bar & Kitchen,http://www.alfiesnyc.com/,https://www.opentable.com/restaurant/profile/1308469?ref=1068
Dave & Buster's New York City - Times Square,https://www.daveandbusters.com/us/en/about/locations/new-york-city-times-square,https://www.opentable.com/restaurant/profile/1221391?ref=1068
Dallas BBQ Times Square,https://dallasbbq.com/,Not found
Wolfgang's Steakhouse,Not found,Not found
Bowlero Times Square,https://www.bowlero.com/location/bowlero-times-square,Not found
Printers Alley,Not found,https://resy.com/cities/ny/printers-alley-nyc
Pinnacle Bar,,Not found
Bluestone Lane Times Square Coffee Shop,https://bluestonelane.com/coffee-shops/11-times-square-new-york/?y_source=1_ODc5MjkwMS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,Not found
Garvey's Irish Pub,https://www.garveysirishpubnyc.com/,Not found
Castell Rooftop Lounge,https://www.castellnyc.com/,https://www.castellnyc.com/reservations
Boqueria W40th,https://boqueriarestaurant.com/tapas-bar-nyc-west-40th,https://boqueriarestaurant.com/tapas-bar-nyc-west-40th
5 o'Clock Somewhere Bar - Times Square,https://www.5oclocksomewheretimessquare.com/,Not found
LandShark Bar & Grill - Times Square,https://timessquare.landsharkbarandgrill.com/,https://timessquare.landsharkbarandgrill.com/reservations
Blue,http://www.algonquinhotel.com/blue-bar,Not found
Connolly's,Not found,Not found
The Lambs Club,http://www.thelambsclub.com/,https://resy.com/cities/ny/lambs-bar
The Perfect Pint,Not found,Not found
Jimmy's Corner,Not found,Not found
Grace Lounge At the Grace Htl,http://grace.room-matehotels.com/en,Not found
The Long Room,Not found,https://resy.com/cities/ny/the-long-room
Bobby Van's Grill Times Square,http://bobbyvans45th.com/,https://www.opentable.com/restaurant/profile/51016?ref=1068
O'Donoghue’s Times Square,http://www.odpubnyc.com/,https://www.opentable.com/restaurant/profile/76024?ref=1068
Bar 54,https://www.bar54nyc.com/,Not found
Bisbee's Beer Garden,https://www.bisbeesnyc.com/,Not found
Burger & Lobster Bryant Park,https://www.burgerandlobster.com/locations/new-york/bryant-park/?utm_source=google&utm_medium=local&utm_campaign=gmblisting,https://www.opentable.com/restaurant/profile/1195105?ref=1068
The Patio,Not found,Not found
St. Cloud Rooftop,Not found,https://resy.com/cities/ny/st-cloud-rooftop-bar
Paul's on Times Square,http://www.paulson42.com/,https://www.opentable.com/restaurant/profile/1062907?ref=1068
JM,Not found,Not found
The Iroquois New York,Not found,Not found
STK Steakhouse,Not found,Not found
Via Brasil NYC,http://www.viabrasilrestaurantnyc.com/,https://www.opentable.com/restaurant/profile/239761?ref=1068
Lantern's Keep,Not found,Not found
Emporium Brasil,http://emporiumbrasil.com/,http://emporiumbrasil.com/reservation/
Blue Bar,http://www.algonquinhotel.com/blue-bar,Not found
Butter,http://www.butterrestaurant.com/,https://www.opentable.com/restaurant/profile/112261?ref=1068
Oak Room,Not found,Not found
Chazz Palminteri Italian Restaurant,https://www.chazzpalminterinyc.com/,https://www.chazzpalminterinyc.com/new-york-city-reservations
St. Pat's Bar & Grill NYC,http://stpatsbar.com/,Not found
Madame George,Not found,https://www.madamegeorgenyc.com/
VALERIE,https://www.valerienewyorkcity.com/,https://www.valerienewyorkcity.com/
Iroquois Bar,Not found,Not found
LOLITA,Not found,Not found
MáLà Project,Not found,Not found
Kaspar's Seafood Bar and Grill,Not found,Not found
The Dawson Restaurant & Bar,http://www.thedawsonnyc.com/,https://www.opentable.com/restaurant/profile/1227292?ref=1068
Pavé,Not found,Not found
Bar Building,,Not found
Bluestone Lane Bryant Park Coffee Shop,https://bluestonelane.com/coffee-shops/bryant-park-1120-6th-ave/?y_source=1_ODc5MjkwMC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,Not found
Addictive NYC,http://www.addictivenyc.com/,https://www.addictivenyc.com/contact
Kevin's Pub,http://kevinspubnyc.com/,Not found
Megan's Bar and Kitchen,http://megansbarandkitchen.net/,Not found
Jane Doe Bar & Restaurant,http://www.janedoenyc.com/,Not found
Wolf & Lamb Steakhouse,https://www.wolfandlambsteakhouse.com/,Not found
Kurumazushi,http://www.kurumazushi.com/,Not found
Maggie's Place,http://maggiesnyc.com/,https://resy.com/cities/ny/maggies-place
"Tommy Bahama Restaurant, Bar & Store",https://www.tommybahama.com/restaurants-and-marlin-bars/locations/new-york,https://www.opentable.com/restaurant/profile/94612?ref=1068
Retroclubnyc,http://www.retroclubnyc.com/,Not found
Mangia 48th Madison _Italian Food & Corporate Catering NYC,https://mangia.nyc/,Not found
Benny John's Bar and Grill,http://www.bennyjohnsnyc.com/,https://www.bennyjohnsnyc.com/private-events/
Mocha LUX - Steakhouse & Burgers,http://www.mochaburgerlux.com/,https://resy.com/cities/ny/mocha-lux-steakhouse-burgers
Bond 45 New York Italian Kitchen & Bar,Not found,Not found
